Comment,Sentiment,Themes,Date,Score,Sentiment
Easy to use and good rates of interest…. Easy to use and good rates of interest offered on bonds,0.79,"'ease of use : easy to use' , 'interest rates : good interest rates'",29/11/2018,5,0.79
Excellent bank. Excellent bank. clear processes and information.competetive interest rates,0.89,"'atom : great bank' , 'interest rates : competitive interest rates'",29/11/2018,5,0.89
"Good to see another bank ........ Good to see another bank , the only niggles are the insistence on face recognition and the primary school graphics on screen, besides these an excellent bank especially the staff on phone lines when there is a problem with logging on the iPad.",0.3,"'atom : great bank' , 'authentication : face recognition' , 'device : ipad' , 'customer service : staff'",29/11/2018,4,0.3
"Simple. Simple, easy to use and maturity options are clear.",0.82,"'atom : range of products' , 'ease of use : easy to use'",29/11/2018,5,0.82
"Excellent. Excellent, no issues except facial recognition log-in causes issues on occasions.",0.78,"'authentication : biometrics' , 'authentication : face recognition'",29/11/2018,4,0.78
Flawless experience two years running. Flawless experience two years running. Will recommend to friends and family.,0.98,'other',29/11/2018,5,0.98
Easy to deal with.. Easy to deal with.,0.4,'other',29/11/2018,5,0.4
"Very good !!. Very good , but they could do with a short video link that show’s members “ how to “ navigate around the site and where to go if you have any problems.",0.09,"'website : navigate the site' , 'website : website'",29/11/2018,5,0.09
"Good service. Good service, even when things dont quite work",0.5,'customer service : good service',30/11/2018,4,0.5
"Had the best rates but no longer. Disappointed that they do not provide joint accounts, why not ? Also they are no longer providing some of the best rates, success seems to have reduces their interest rates. Look else where for better rates.",-0.11,"'accounts : joint accounts' , 'overall experience : disappointed' , 'interest rates : better rates'",30/11/2018,4,-0.11
"New account set up in minutes. Set up an account while i was waiting for the car to be serviced. Transferred money straight in and so far I'm very impressed. So easy to set up and use.

Good rate of interest compared to other savings account as well.",0.72,"'savings account : savings account' , 'customer activity : set up an account' , 'ease of use : easy to setup' , 'overall experience : very happy' , 'interest rates : good interest rates' , 'customer activity : transfer money' , 'overall experience : waiting'",30/11/2018,5,0.72
Facial recognition software doesn't work.. The fact that facial recognition software is not widely used for banking authorization probably tells you all you need to know. It's unreliable and therefore extremely annoying!,-0.68,"'overall experience : disappointed' , 'authentication : face recognition'",03/12/2018,3,-0.68
"Had a fixed 1 year saver account and…. Had a fixed 1 year saver account and when it came to the end they dropped the rate for the next year, after just over a week later they put the rate up for new savers. They must have known they were going to increase the rate at the time I invested but their attitude has been tough luck you are stuck on the old rate, instead of thanks for being a valued customer we are moving you onto the new rate.
I wont be using them again, sharp practices do not get you a loyal customer base.",-0.55,"'savings account : saver account' , 'savings account : fixed term savings' , 'savings account : year fixed'",04/12/2018,1,-0.55
"Opened a 1-year savings account. Opened a 1-year savings account.  Whilst the interest rate was clearly stated as fixed the restriction on further deposits is hidden away on the web site (rather once you select the product you have to go to the definitions tab where it's stuck in the middle of the second paragraph).  They do also mention this on their main page if you scroll past the products, but frankly I challenge anyone to go 4-5 pages past the product they are interested in and read the rest of the web site!  Such a key aspect of the product should be clearly listed.

I also asked whether they could switch me to another account which allowed future pay in as I wish to invest but that was not possible.

So called them to cancel since there is a 14-day cooling off period for all online services only to be told they don't have this.  I'm pretty sure they will relent since this is a central part of the 2014 consumer contract legislation however is frustrating when organisations feel they can just ignore the law.  Default 1-star review for such organisations.

Frankly at this point they could offer the best rate in the world, I won't ever use them again.


Edit: 

In response to the Atom feedback:
From the Citizens Advise Website (CAB):

""14 days is the minimum cooling-off period that a seller must give you. Make sure you check the terms and conditions in case they’ve given you more time to change your mind - many choose to do so.""

Am confused, either the CAB is wrong or you are ignoring the law?  What am I missing?

Opening an account does not seem to fit into any of the exemptions listed by the CAB.",-0.42,"'opening accounts : open an account' , 'savings account : savings account' , 'customer service : call centre' , 'register : terms and conditions' , 'interest rates : interest rates' , 'app design : navigation' , 'customer service : app support' , 'website : website'",07/12/2018,1,-0.42
Easy to use online App. Easy to use online App. Competitive rates.,0.57,"'interest rates : competitive interest rates' , 'ease of use : easy to use' , 'use the app : use the app'",11/12/2018,5,0.57
"Contender Ready!. straight forward, flexible savings",0.73,'other',11/12/2018,5,0.73
Very helpful and friendly staff.. Very helpful and friendly staff.,0.58,"'customer service : friendly' , 'customer service : helpful staff'",11/12/2018,5,0.58
THIS IS MY SECOND YEAR SO MUST BE HAPPY…. THIS IS MY SECOND YEAR SO MUST BE HAPPY :),0.54,'other',11/12/2018,4,0.54
"Great bank. I have found Atom bank to be very user friendly, efficient with excellent interest rates. I have recently opened my second account with them.",0.85,"'opening accounts : open an account' , 'atom : great bank' , 'ease of use : quick and efficient' , 'ease of use : easy to use' , 'customer service : friendly' , 'interest rates : good interest rates' , 'app design : usability'",11/12/2018,5,0.85
Atomic banking. No complaints app works well and interest rate good Atomic.,0.59,"'atom : great bank' , 'interest rates : good interest rates' , 'use the app : app sometimes works'",11/12/2018,5,0.59
"The app is good. The app is good. However, Days after I reinvested in a 1 year fixed interest account, Atom significantly, increased the interest rate. They have refused to increase it. I have referred the matter to Finacial Srevices Ombudsman.

Interestingly I’m not the only investor who have had a similar complainant and like me expressed my displeasure on Atom’s Facebook page. Those critical posts were quickly deleted.",0.4,"'interest rates : fixed interest' , 'savings account : year fixed' , 'app quality : great app'",11/12/2018,1,0.4
Very happy with Atom been with them. Very happy with Atom been with them from over a year now staying with them ! Very helpful if u have any questions they are happy to help and reply quickly too ! Highly recommend them after Martin Lewis spoke about them too,0.83,"'overall experience : very happy' , 'customer service : helpful staff'",11/12/2018,5,0.83
Good rate/ difficult to sign in. Good rate of interest but sometimes it's difficult to sign in,0.09,'interest rates : good interest rates',11/12/2018,4,0.09
Very easy AP once you get over any…. Very easy AP once you get over any initial hesitation. Rates good. Options easy to understand.,0.88,"'atom : range of products' , 'ease of use : easy to understand' , 'ease of use : easy to use' , 'interest rates : good interest rates'",11/12/2018,4,0.88
"This is my 2nd year with my savings…. This is my 2nd year with my savings account and has been easy to use on the atom app, rates are competitive and would recommend in my experience.",0.83,"'savings account : savings account' , 'interest rates : competitive interest rates' , 'ease of use : easy to use'",11/12/2018,5,0.83
"Banking with Atom is very simple. Banking with Atom is very simple
They offer good rates with no hassle or fuss via a mobile phone app, you can speak to a real person as well and in my experience they don't keep you hanging about.

All in all I would recommend them very highly whether saving or borrowing.",0.67,"'device : mobile phone' , 'ease of use : easy to use' , 'interest rates : good interest rates' , 'device : app on my phone' , 'customer service : online chat'",11/12/2018,5,0.67
"The best 1 year fixed rate available. The best 1 year fixed rate available - although given it's still very low, nothing major to shout about. Money moved into the savings account really quickly, great to see.",0.24,"'savings account : savings account' , 'savings account : year fixed rate'",13/12/2018,5,0.24
"Very easy to use App. Very easy to use App, good interest rate",0.9,"'ease of use : easy to use' , 'interest rates : good interest rates' , 'app quality : great app' , 'use the app : use the app'",13/12/2018,5,0.9
Fabulous app. Fabulous app; anyone afraid of using mobiles for their banking needs to move into the age of bank-disruption and embrace it!,0.97,"'atom : bank disruption' , 'app quality : amazing app'",13/12/2018,5,0.97
"So far so good. So far so good. It bit was a bumpy when I was trying to work out the mechanics of accessing the app with security features that did not work easily. Telephone assistance on that occasion was not as helpful as it might have been. 

Interest rates on bonds are competitive with other banks. In that respect I am entirely happy.",-0.05,"'use the app : access the app' , 'savings account : fixed rate bond' , 'customer service : call centre' , 'use the app : good security' , 'interest rates : interest rates'",13/12/2018,4,-0.05
New customer feedback. Very easy to navigate online banking.,0.56,"'use the app : banking apps' , 'ease of use : easy to use'",13/12/2018,5,0.56
Straight forward simple banking…. Straight forward simple banking combined with great rates,0.78,"'ease of use : easy banking' , 'atom : great bank' , 'interest rates : good interest rates'",13/12/2018,5,0.78
"Really good experience using atom bank.. Really good experience using atom bank.
Very supportive and friendly online customer staff.
Have saved with them now a second year.",0.71,"'overall experience : good experience' , 'customer service : friendly' , 'customer service : handy' , 'customer service : staff'",13/12/2018,5,0.71
Only deposited money so far. Only deposited money so far. Look forward to seeing how easy it is to make withdrawals etc,0.25,'savings account : deposit money',13/12/2018,4,0.25
Savings made easy.. Very easy to set up a savings account it’s straight forward no awkward questions very good rates.,0.67,"'savings account : savings account' , 'ease of use : easy to setup' , 'ease of use : easy to use' , 'interest rates : good interest rates'",13/12/2018,5,0.67
Competitive rates and good customer service. I have used Atom since the beginning and I am very pleased with the competitive rates and excellent customer service. I am reasonably computer literate but by no means confident and find I am able to find my way around the site easily. Atom has worked with customers to ensure the app is user friendly. I had a small issue opening a new saver and telephoned customer service. The agent talked me through step by step and was very polite and patient. As long as they have competitive rates I will continue to use Atom.,0.9,"'customer service : call centre' , 'interest rates : competitive interest rates' , 'customer service : great customer service' , 'app quality : app easy' , 'customer service : friendly' , 'interest rates : good interest rates' , 'customer service : very helpful staff' , 'customer service : patient' , 'app design : usability' , 'website : website'",13/12/2018,5,0.9
Very easy to use app and good rates of…. Very easy to use app and good rates of interest.,0.96,"'ease of use : easy to use' , 'interest rates : good interest rates' , 'app quality : great app' , 'use the app : use the app'",13/12/2018,5,0.96
Great plan. Streamlined and very professional,0.92,'ease of use : easy to use',13/12/2018,5,0.92
"Easy to use and great interest rates. Just reinvested money for another year with Atom Bank.
Great rate of interest, easy to use app and always kept updated on progress etc.",0.95,"'atom : 1 year plus with atom' , 'ease of use : easy to use' , 'interest rates : good interest rates' , 'use the app : use the app' , 'updates : updates'",13/12/2018,5,0.95
"Very easy to work with. Very easy to work with, excellent app very safe,good interest rate, no problems",0.98,"'ease of use : easy to use' , 'interest rates : good interest rates' , 'app quality : great app'",13/12/2018,5,0.98
Excellent rates for savers.. Excellent rates for savers.,0.92,'interest rates : good interest rates',13/12/2018,4,0.92
"***** Easy to set up and easy to use. Easy to set up and easy to use as long as you are not scared of technology.

No issues so far, have just transferred to a new 2 year account, great rates of interest, whats not to like",0.16,"'ease of use : easy to setup' , 'ease of use : easy to use' , 'interest rates : good interest rates'",13/12/2018,5,0.16
"Atom is how other banks should be in…. Atom is how other banks should be in 2018. I’m nearly at the end of my one year fixed rate and have had no problems accessing and viewing my funds. I’m looking forward to opening a 3 or 5 year account next time.
Atom is easy to use with 24 hour assistance available via chat on the app and by phone.",0.3,"'ease of use : atom is easy' , 'ease of use : easy to use' , 'savings account : year fixed rate' , 'device : app on my phone' , 'customer service : online chat'",13/12/2018,5,0.3
Quick and easy to set up. Quick and easy to set up - great app,0.97,"'ease of use : easy to setup' , 'app quality : great app'",14/12/2018,5,0.97
Easy as 1 2 3 .... Right from the start of opening the account and transferring money into the account once open it was all clearly explained and easy to do and comes thoroughly recommended as will be able to track and keep an eye on everything,0.83,"'opening accounts : open an account' , 'customer activity : transfer money'",14/12/2018,5,0.83
excellent customer service. You can always get help on line or by phone,0.93,"'customer service : great customer service' , 'device : app on my phone'",14/12/2018,5,0.93
Help line was extremely helpful. Help line was extremely helpful & great that it’s accessable 24/7,0.87,"'customer service : call centre' , 'customer service : helpful staff'",14/12/2018,5,0.87
"Good all round. Good rates, easy app. What's not to like ?",0.72,"'app quality : app easy' , 'interest rates : good interest rates'",14/12/2018,5,0.72
"Good interest rates, easy to set up. Good interest rates, easy to use website. I feel that my money is safe with the various security measures.",0.83,"'ease of use : easy to setup' , 'ease of use : easy to use' , 'interest rates : good interest rates' , 'atom : money is safe' , 'use the app : use the app' , 'website : website'",14/12/2018,5,0.83
"Easy to access via mobile app. Easy to access account using face recognition on a mobile phone app. Competitive interest rate for 1 year fixed interest savings account.

If you're an older person, don't let the idea of using a mobile app put you off - I'm 70 and it's a doddle!",-0.07,"'customer activity : access my account' , 'ease of use : easy to access' , 'savings account : savings account' , 'use the app : mobile apps' , 'interest rates : competitive interest rates' , 'device : mobile phone' , 'device : supported devices' , 'authentication : face recognition' , 'interest rates : fixed interest' , 'savings account : year fixed rate' , 'savings account : fixed term savings' , 'device : app on my phone' , 'interest rates : savings rate'",14/12/2018,5,-0.07
Happy Saver. Great app easy to open a savings account. Instant confirmation of my deposit.Quick to answer the phone with very ftriendly and helpful staff. Security is excellent.,0.81,"'opening accounts : open savings account' , 'app quality : app easy' , 'ease of use : easy to open' , 'app quality : great app' , 'use the app : good security' , 'customer service : very helpful staff'",15/12/2018,5,0.81
"Great account. No fuss, easy to manage account",0.75,'other',15/12/2018,5,0.75
Brilliant bank.. Fantastic web site easy to find how much your money is making interest. Atom is a breath of fresh air in the world of stuffy old banking ways. If this is a glimpse of the future of the financial world I am very pleased.,0.69,"'atom : excellent company' , 'app quality : app easy' , 'app quality : great app' , 'website : website'",16/12/2018,5,0.69
Quick competent set up and very easy to use. Quick competent set up,0.87,"'ease of use : easy to setup' , 'ease of use : easy to use'",19/12/2018,5,0.87
Really easy switch process. Really easy switch process. Great budgeting tools. Cool app. Love it so far.,0.98,'other',20/12/2018,5,0.98
Easy to use and secure. Easy to use App and the face recognition gives better protection against fraud. Interest rates are better than most.,0.9,"'ease of use : easy to use' , 'authentication : face recognition' , 'interest rates : better rates' , 'use the app : use the app'",20/12/2018,5,0.9
Worth investing with.. Excellent service and good rates of interest given today’s market,0.85,"'interest rates : good interest rates' , 'customer service : good service'",20/12/2018,5,0.85
So easy to set up and great clear app…. So easy to set up and great clear app to use.  Lovely to see the interest notching up. All good so far Five months in.,0.94,"'app quality : clear app' , 'ease of use : easy to setup' , 'use the app : use the app'",20/12/2018,5,0.94
"Great!. Simple to open an account, a great app and a decent interest rate 👍😊",0.85,"'opening accounts : easy to open an account' , 'opening accounts : open an account' , 'interest rates : good interest rates' , 'app quality : great app'",20/12/2018,5,0.85
"This is how a bank should be. This is how a bank should be, simple as.",-0.03,'other',20/12/2018,5,-0.03
Very easy to use and excellent customer…. Very easy to use and excellent customer service.,0.97,"'customer service : great customer service' , 'ease of use : easy to use'",20/12/2018,5,0.97
"Good bank. I like it ,good rates, face recognition good service",0.33,"'atom : great bank' , 'authentication : face recognition' , 'interest rates : good interest rates' , 'customer service : good service'",20/12/2018,5,0.33
Brilliant way to save. Very easy to set up account.  Security is brilliant.  Good interest rate.,0.96,"'ease of use : very easy to set up account' , 'ease of use : easy to use' , 'interest rates : good interest rates'",20/12/2018,5,0.96
So easy and the best interest rates. So easy and the best interest rates. Thank you.,0.97,'interest rates : interest rates',20/12/2018,5,0.97
Easy in every aspect.. Easy in every aspect.,0.87,'other',20/12/2018,5,0.87
Atom Bank. Easy to use. Helpline excellent.,0.71,'ease of use : easy to use',20/12/2018,5,0.71
The good and the bad.. Easy enough to open an account. Disappointed that there is no feature for naming a beneficiary in the case of a sudden illness or worse.,0.05,"'opening accounts : open an account' , 'overall experience : disappointed'",20/12/2018,3,0.05
"Great products with competitive rates. Great products with competitive rates. Have been a customer for 14 months, I have found them very helpful and responsive with queries and the staff very knowledgeable. Highly recommend Atom.",0.89,"'atom : recommend atom' , 'interest rates : competitive interest rates' , 'customer service : helpful staff' , 'customer service : handy'",20/12/2018,5,0.89
"First rate communications.. First rate communications.
Cash transfer once savings had matured was almost instant.
I like what you do",0.4,'other',20/12/2018,5,0.4
"Simple but effective. Simple, no fuss and great savings rates - what’s not to like?!",0.84,"'interest rates : good interest rates' , 'interest rates : savings rate'",20/12/2018,5,0.84
"Great to invest in.... State of the art technology and very easy  to use with good interest rates.
Joy to use....👍",0.89,"'app design : aesthetics' , 'ease of use : easy to use' , 'interest rates : good interest rates'",21/12/2018,5,0.89
"Friendly. Friendly, direct 24/7 availability with better than high st savings rates",0.61,"'customer service : friendly' , 'interest rates : savings rate'",21/12/2018,5,0.61
"No hassle. No hassle, great communication, easy to use.",0.89,"'customer service : good communication' , 'ease of use : easy to use'",21/12/2018,5,0.89
"great bank. great bank, great customer services",0.88,"'atom : great bank' , 'customer service : great customer service'",21/12/2018,5,0.88
"no problems. no problems, have used them before",0.51,'other',21/12/2018,5,0.51
"Highly recommend. Highly recommend, great service",0.93,'customer service : good service',21/12/2018,5,0.93
Simple to set up a savings account.. Simple to set up a savings account with a competitive rate of interest.,0.38,"'savings account : savings account' , 'interest rates : competitive interest rates' , 'ease of use : easy to setup'",21/12/2018,4,0.38
"Only recently opened an account.. Only recently opened an account.
Very pleased with ease and simplicity to do so.
Like the new technology used (biometrics) to access my account.
Easy to use and very secure.",0.28,"'customer activity : access my account' , 'opening accounts : open an account' , 'authentication : biometrics' , 'ease of use : easy to use' , 'overall experience : very secure'",21/12/2018,5,0.28
"New Savings Account - set up and initial experience.. After the end of a year of saving and taking advantage of a bonus interest rate, I researched where to place my savings for a further 12 months. I discovered Atom, their interest rate exceeded most other savings account. I read reviews as a digital app bank was new to me. All my concerns were allayed, the most important being that my money was protected by FSCS.
I downloaded the app and set up my account. I found the process both easy, user friendly and I was impressed by the security. I was sent texts and emails by Atom to confirm that my account was active. I then arranged for the money to be transferred to Atom. Again Atom sent me an email and text to confirm that my money had been deposited with them. I had opted for interest to be paid monthly into another of my bank accounts and I was able to select the date I wished the interest to be paid and a confirmation of the receiving bank account.
I had one query that I wished to personally speak to an adviser. I rang Atom, NO automated service, unusual in this day and age. I spoke to an adviser who answered my query efficiently and politely.
So begins a new venture in banking - if the app and initial service are anything to go by I'm sure this will be a successful and profitable banking experience with Atom.",0.72,"'accounts : bank account' , 'savings account : savings account' , 'customer activity : set up an account' , 'use the app : banking apps' , 'customer service : call centre' , 'downloading : download the app' , 'customer service : friendly' , 'interest rates : interest rates' , 'customer activity : transfer money' , 'set up the app : set up the app' , 'app design : usability'",21/12/2018,5,0.72
Very easy and straight forward to…. Very easy and straight forward to invest.,0.94,"'ease of use : very quick and easy' , 'ease of use : easy to use'",21/12/2018,5,0.94
Constantly good.. Constantly good savings interest rates and an app that allows loads of information to be accessed. Very good at reminding you when special rates and savings deals are coming to an end.,0.77,"'interest rates : good interest rates' , 'interest rates : savings rate'",21/12/2018,5,0.77
Nice and easy. Nice and easy. Absolutley worry free and can keep in touch at your finger tips,0.82,'ease of use : easy to use',21/12/2018,5,0.82
Works for me!. Good savings rates. Helpful service when needed. Easy-to-use app for normal banking services.,0.37,"'ease of use : easy to use' , 'interest rates : good interest rates' , 'use the app : use the app' , 'interest rates : savings rate'",27/12/2018,4,0.37
Very easy app and excellent customer…. Very easy app and excellent customer service.,0.98,"'customer service : great customer service' , 'app quality : app easy' , 'ease of use : easy to use' , 'app quality : great app'",30/12/2018,5,0.98
"Very easy to use. Very easy to use. 
Always quick to set up savings accounts and transfer money in and out. 
I've now had several accounts with them and never had a problem.",0.88,"'savings account : savings account' , 'ease of use : easy to setup' , 'ease of use : easy to use' , 'customer activity : transfer money'",04/01/2019,5,0.88
Quick and easy. Quick and easy,0.93,'other',10/01/2019,4,0.93
Competitive interest rates. So far so good. Simple to set up and use with very competitive rates of interest.,0.8,"'interest rates : very competitive' , 'interest rates : competitive interest rates' , 'ease of use : easy to setup'",10/01/2019,5,0.8
More advanced than any that has gone before. The online application process is better than any experienced before. The website is smoother and more technically advanced than any previously used with other providers. The interest rate could have been fractionally higher to match the best in the market.,0.31,"'app design : application process' , 'interest rates : interest rates' , 'website : website'",10/01/2019,4,0.31
"Frictionless account opening. Frictionless account opening, love the choice of login options, very easy to do business with.",0.86,"'opening accounts : open an account' , 'atom : range of products' , 'ease of use : easy to use'",10/01/2019,5,0.86
"Online banking with no messing. Really easy to use online banking. Straight forward, no messing!

Very simple to understand how it works and feels secure.",0.11,"'use the app : banking apps' , 'ease of use : easy to understand' , 'ease of use : easy to use'",10/01/2019,5,0.11
Great but wish there was more time open…. Great but wish there was more time open to make payments rather than the short time available,0.19,'other',10/01/2019,4,0.19
Competitive and straightforward route to saving.. Process of opening account very straightforward. Competitive interest rates with useful option of monthly interest. Good option for those seeking a better return on their cash.,0.73,"'opening accounts : open an account' , 'interest rates : competitive interest rates' , 'ease of use : easy to use' , 'interest rates : monthly interest'",10/01/2019,5,0.73
Excellent. The app is really nice to use. You get a message instantly whenever you make a transaction. The service is really good so far.,0.96,'other',10/01/2019,5,0.96
Easy banking. Using the Atom Bank app couldn’t be easier. Great rates and 24/7 availability make this the banking of the future right now.,0.86,"'use the app : banking apps' , 'ease of use : easy banking' , 'atom : future of banking' , 'interest rates : good interest rates'",10/01/2019,5,0.86
"Reassuring and Simple. Easy to use site, consistency of information- took me a couple of months to finally take the plunge and open an account but after searching for a better deal, Atom kept popping back up. Have used the online chat a couple of times and find them responsive and helpful.",0.17,"'opening accounts : open an account' , 'ease of use : easy to use' , 'customer service : handy' , 'customer service : online chat' , 'use the app : use the app' , 'website : website'",10/01/2019,4,0.17
"The App is very good and responds…. The App is very good and responds rapidly. Always good to get immediate confirmation of deposits. 
Competitive rate of interest. 
Easy to apply

Good start!",0.9,"'ease of use : easy to apply' , 'interest rates : competitive interest rates' , 'app design : good app'",10/01/2019,5,0.9
"A great rate of interest , easy to use app “ great !!!. A great rate of interest , so easy to set up . There really is no excuse not to go with this bank and app . Even gave me a week to top up my fixed rate account . I would recommend to all .",0.27,"'use the app : banking apps' , 'ease of use : easy to setup' , 'ease of use : easy to use' , 'savings account : fixed term savings' , 'interest rates : good interest rates'",10/01/2019,5,0.27
"Quick and efficient but....... Quick, clear and efficient system for opening accounts.  Drawback is that there is nothing in black and white to show that you do have an account with them.  The printout from their website does not have their name or logo; hence quite worthless.",-0.16,"'opening accounts : open an account' , 'app design : aesthetics' , 'ease of use : quick and efficient' , 'website : website'",10/01/2019,3,-0.16
Very easy to open savings account. Very easy to open savings account. Good rate of interest,0.62,"'opening accounts : open savings account' , 'savings account : savings account' , 'ease of use : easy to open' , 'ease of use : easy to use' , 'interest rates : good interest rates'",10/01/2019,5,0.62
"Excellent app. Excellent app. Fantastic customer service, everything is simple and straightforward",0.99,"'customer service : great customer service' , 'app quality : great app'",10/01/2019,5,0.99
"Review from Martin Lewis Web Site!. After finding out about you from a review on the Martin Lewis Web Site I thought you were the Bank for me and my inheritance.
Downloaded your App and thats about it. It was easy and phone support was very good when needed.
So all I need to do is watch my money grow.

The only issue I found was that I had to move my money over in two stages due to Nat West rules! 
But as Atom Bank gave me plenty of time before my account was closed to deposits there was no problem.

Best rate for me out there, so it was a no brainer:)",-0.08,"'customer service : call centre' , 'downloading : download the app' , 'website : website'",10/01/2019,5,-0.08
"I thought an app-only bank would be…. I thought an app-only bank would be difficult to deal with. Their app, however, is very straightforward.",0.03,"'use the app : banking apps' , 'ease of use : easy to use'",10/01/2019,5,0.03
Great would  recommend to others. Great would  recommend to others,0.87,'other',10/01/2019,5,0.87
Simple banking done well. Simple banking offering the best saving rates in its sector.,0.75,"'ease of use : easy banking' , 'interest rates : savings rate'",11/01/2019,5,0.75
"Atom banking. I have been with atom bank one year now.
From opening the account the whole process has been seamless and all aspects of the banking operation to date totally satisfy my requirements",0.77,'opening accounts : open an account',11/01/2019,5,0.77
"Straightforward easy to use ,with great…. Straightforward easy to use ,with great communication.whats not to like?",0.88,"'customer service : good communication' , 'ease of use : easy to use'",11/01/2019,5,0.88
Great customer service. Great customer service,0.86,'customer service : great customer service',11/01/2019,5,0.86
saving with Atom Bank. Atom is an on line only bank but they offer good interest rates and clear communications. Whenever I get some money spare I open a savings accounts with them as they seem to be able to offer the highest interest rates.,0.79,"'opening accounts : open savings account' , 'interest rates : good interest rates'",11/01/2019,5,0.79
easy to setup. I found it extremely easy to setup my Atom bank account and to keep up to date via the Atom Bank app.,0.67,"'accounts : bank account' , 'use the app : banking apps' , 'ease of use : easy to setup'",11/01/2019,4,0.67
Excellent so far. The set up process via the app was quick and simple. Early days but excellent so far.,0.84,'other',11/01/2019,5,0.84
Clear and easy to use. Clear information. Very easy to follow steps to setting up an account. Good mixture of security options. Will let you know in 5 years how the bond paid out.,0.89,"'customer activity : set up an account' , 'atom : range of products' , 'ease of use : clear and easy' , 'app design : clear instructions' , 'ease of use : easy to use'",11/01/2019,5,0.89
Very efficient bank with good savings…. Very efficient bank with good savings rates.,0.65,"'atom : great bank' , 'overall experience : very efficient' , 'interest rates : good interest rates' , 'interest rates : savings rate'",11/01/2019,5,0.65
So easy to use. So easy to use. Basic products but very competitive rates and seamless service,0.42,"'interest rates : very competitive' , 'interest rates : competitive interest rates' , 'ease of use : easy to use'",11/01/2019,5,0.42
"The app works well. The app works well,just have a problem viewing all the accounts I have.",0.32,'use the app : app sometimes works',11/01/2019,4,0.32
Incredibly easy to set up the Account. Incredibly easy to set up the Account.  Very quick to check on the Account and also to open new Accounts.  Rates are very competitive too.,0.81,"'ease of use : easy to set up an account' , 'interest rates : very competitive' , 'ease of use : easy to use'",11/01/2019,5,0.81
Great Bank. Really easy to use app and great service,0.95,"'atom : great bank' , 'ease of use : easy to use' , 'app quality : great app' , 'use the app : use the app'",12/01/2019,5,0.95
Easy peasy straight forward accessible…. Easy peasy straight forward accessible banking. No fuss. Great rates. Just use your Atom app. Takes minutes to set up accounts and keep an eye on them.,0.81,"'customer activity : set up an account' , 'interest rates : good interest rates'",12/01/2019,5,0.81
"Easy To Use Banking App. The Bank offers competitive rates, and enables users to perform their banking activities via a bespoke app. The app's user interface is simple to use, making it easy to create an account and add funds, whilst keeping you informed by text messages at every stage of the process. The whole experience seems designed from the ground up for the digital age and the latest technology, with a refreshingly different look and feel to the offerings from mainstream banks.",0.5,"'use the app : banking apps' , 'interest rates : competitive interest rates' , 'ease of use : easy to use' , 'app design : interface' , 'text / sms : text messages'",12/01/2019,5,0.5
Cool App. App design is new and interesting plus it's very easy to set up. Customer service is on point too answering my questions quickly.,0.83,"'app design : app design' , 'customer service : customer service' , 'ease of use : easy to setup' , 'ease of use : easy to use'",13/01/2019,5,0.83
Excellent Bank. Excellent rates,0.9,"'atom : great bank' , 'interest rates : good interest rates'",13/01/2019,5,0.9
All good. All good so far,0,'nothing',14/01/2019,5,0
"Great customer care. Great customer care, had some issues setting up to the bank but these were sorted by your team.",0.26,'customer service : great customer service',14/01/2019,5,0.26
"Simple banking. A limited,easy banking experience.",0.39,'ease of use : easy banking',14/01/2019,4,0.39
"Ideal app-based saving solution. Easy to use if you don't freak out at having your bank just on an app - Martin Lewis, moneysavingexpert, recommends them. The interest rate is very good: it's ideal for locking away a sum for a year or two (or three - the longer the time, the higher the interest).",0.27,"'ease of use : easy to use' , 'interest rates : good interest rates'",15/01/2019,5,0.27
"What brilliant customer service. What brilliant customer service.  I spoke to a wonderful gentleman called Keith who took his time explaining how to get the app up and running on my new phone (in the middle of the night). I'd give him 10 stars if I could.  Happy with the account, really good rates.",0.42,"'customer service : call centre' , 'interest rates : good interest rates'",15/01/2019,5,0.42
Set up easy. Set up easy. Very flexible and good rates. Customer service excellent,0.94,"'customer service : great customer service' , 'interest rates : good interest rates'",17/01/2019,5,0.94
Oustanding service and such an easy…. Oustanding service and such an easy online method of keeping a check on your account.,0.66,'app quality : app easy',17/01/2019,5,0.66
"Simple effective app based banking. Simple effective app based banking

Saving user - not much to say; simple to open accounts and pay in, maybe best interest rates.  All in all its great.

Only reservations are that the app tries to be a bit too cool for school... daft bubbles that need swiping around to navigate/login.  How about a simple button based skin for the oldsters? The app can also be frustratingly slow between pages and misses some obvious functionality like cut/paste for account details.",-0.09,"'accounts : account details' , 'opening accounts : open an account' , 'app design : aesthetics' , 'ease of use : easy to open' , 'interest rates : interest rates'",17/01/2019,4,-0.09
"5 star!. Easy to open account, prompt correspondence and great online app!",0.78,"'opening accounts : easy to open an account' , 'opening accounts : open an account' , 'app quality : great app'",17/01/2019,5,0.78
Easy to use.. It is very easy to open an online account. The website is easy to negotiate. Good interest rate on our savings account.,0.64,"'accounts : account online' , 'savings account : savings account' , 'app quality : app easy' , 'ease of use : easy to open' , 'ease of use : easy to use' , 'interest rates : good interest rates' , 'website : website'",17/01/2019,5,0.64
"Top rates and easy. Top rates, easy to use app. It’s a no brained choice. *****",0.91,"'atom : range of products' , 'ease of use : easy to use' , 'use the app : use the app'",17/01/2019,5,0.91
