Comment,Sentiment,Themes,Date,Store,LEGACY - App Version,Score,Response contains,LEGACY - Device,LEGACY - Andriod OS Version,LEGACY - Topics,LEGACY - Custom Topics,Sentiment
Pretty rubbish. The voice identity hardly ever works!,-0.58,'other',14/11/2017,iOS,1.8.2,1,Pretty rubbish. The voice identity hardly ever works!,,,"Frequency, Dissatisfied users, Privacy","Biometrics, Tech Support, Biometrics Copy",-0.58
"Dreadful. I‚Äôm a customer, yet I can never get to see my account as your biometric facial recognition never recognised me, ever.   If you‚Äôre going to have these over complicated features, at least make sure they work.   I‚Äôve had my account over a year and never managed to log in yet?   Needlessly over complicated app. Just use Touch ID, every other banking app I have used this and I get on just fine.   Great rates, but appalling app.",-0.48,"'account admin : years old account' , 'banking services : banking apps' , 'suspicious reviews : banking app i have used' , 'authentication : face recognition' , 'banking services : good rate' , 'authentication : touch id' , 'authentication : logging in' , 'app quality : terrible app'",16/11/2017,iOS,1.9,1,"Dreadful. I‚Äôm a customer, yet I can never get to see my account as your biometric facial recognition never recognised me, ever.   If you‚Äôre going to have these over complicated features, at least make sure they work.   I‚Äôve had my account over a year and never managed to log in yet?   Needlessly over complicated app. Just use Touch ID, every other banking app I have used this and I get on just fine.   Great rates, but appalling app.",,,"Complexity, Design & UX, Security & Accounts, Touch ID","Biometrics, Tech Support, Biometrics Copy, Design Aesthetics ",-0.48
What a bad app. Cant log in to my account. Called support and they told me to turn off my backups! How can that even be related.,-0.74,"'app quality : poor app' , 'customer support : called helpline' , 'authentication : logging in'",19/11/2017,iOS,1.9,1,What a bad app. Cant log in to my account. Called support and they told me to turn off my backups! How can that even be related.,,,"Dissatisfied users, Security & Accounts, Customer Support","Biometrics, Tech Support, Biometrics Copy",-0.74
Itâ€™s no monzo. Canâ€™t understand why anyone would pick Atom over Monzo. Not for me.,-0.1,'account admin',22/11/2017,iOS,1.9,1,Itâ€™s no monzo. Canâ€™t understand why anyone would pick Atom over Monzo. Not for me.,,,,,-0.1
"Useless. Download the app but cannot open it. Updated the system to the latest version, but still cannot open it. The worst app ever!!!",-0.9,"'install : downloaded the app' , 'app issues : can't open app' , 'app quality : terrible app' , 'updates and versions : latest version'",23/11/2017,iOS,1.9,1,"Useless. Download the app but cannot open it. Updated the system to the latest version, but still cannot open it. The worst app ever!!!",,,"Bugs, Dissatisfied users",,-0.9
"Terrible App hinders promising service. Atom provides a service that seems promising. Given the excellent interest rates offered Iâ€™d love to have an app that I find bearable to use.

Unfortunately, the app has been a mess since I started using it almost two years ago and has seen very little improvement. Iâ€™ve provided feedback to Atom in the past, often being told that the changes were coming soon, and yet nothing has happened. For a bank thatâ€™s so lauded in the press, it makes an astonishingly bad app.

Some quick feedback off the top of my head:

- No support for TouchID
- Dreadful performance on lower specced phones including rapid battery drain
- No support for VoiceOver (not even the barebones support that pretty much every app has since itâ€™s built into the iOS frameworks)
- No support for Dynamic Type
- Frequent use of low contrast designs and tiny text
- Inability to edit text using the standard iOS reticule
- Items in the Vault are poorly named
- No respect for the Reduce Motion accessibility setting
- Often slow responses to taps that leave me wondering whether anythingâ€™s happening
- Incorrect bounce when scrolling
- When restoring iOS or upgrading to a new phone Iâ€™m always locked out, given a useless error and have to contact support. Last time I had to call and verify myself before re-registering and setting up my biometrics again. This time I just needed to uninstall and reinstall the app and then add a new device, but this is irritating and surely unnecessary given that no other app I use has such an issue.

Iâ€™m sure I could find more issues if I spent some time poking around, but I think thatâ€™s enough.

Please work on making this a good app. The terrible reviews should show that something is wrong.",-0.1,"'access the app : add a new device' , 'install : delete the app and reinstall' , 'app functionality : app set up' , 'app quality : poor app' , 'app quality : annoying' , 'works well : quick' , 'app quality : great app' , 'app functionality : app improvements' , 'interest rates : interest rates' , 'app quality : terrible app' , 'app issues : app notification' , 'app quality : negative reviews' , 'suspicious reviews : service that seems promising' , 'app functionality : slow' , 'access the app : voiceover'",23/11/2017,iOS,1.9,1,"Terrible App hinders promising service. Atom provides a service that seems promising. Given the excellent interest rates offered Iâ€™d love to have an app that I find bearable to use.

Unfortunately, the app has been a mess since I started using it almost two years ago and has seen very little improvement. Iâ€™ve provided feedback to Atom in the past, often being told that the changes were coming soon, and yet nothing has happened. For a bank thatâ€™s so lauded in the press, it makes an astonishingly bad app.

Some quick feedback off the top of my head:

- No support for TouchID
- Dreadful performance on lower specced phones including rapid battery drain
- No support for VoiceOver (not even the barebones support that pretty much every app has since itâ€™s built into the iOS frameworks)
- No support for Dynamic Type
- Frequent use of low contrast designs and tiny text
- Inability to edit text using the standard iOS reticule
- Items in the Vault are poorly named
- No respect for the Reduce Motion accessibility setting
- Often slow responses to taps that leave me wondering whether anythingâ€™s happening
- Incorrect bounce when scrolling
- When restoring iOS or upgrading to a new phone Iâ€™m always locked out, given a useless error and have to contact support. Last time I had to call and verify myself before re-registering and setting up my biometrics again. This time I just needed to uninstall and reinstall the app and then add a new device, but this is irritating and surely unnecessary given that no other app I use has such an issue.

Iâ€™m sure I could find more issues if I spent some time poking around, but I think thatâ€™s enough.

Please work on making this a good app. The terrible reviews should show that something is wrong.",,,,,-0.1
"Really Good. In the beginning the app cannot be opened, but once this issue was sorted, it is really easy to use.",0.6,"'app functionality : easy to use' , 'customer support : problem was solved' , 'app issues : can't open app'",24/11/2017,iOS,1.9,5,"Really Good. In the beginning the app cannot be opened, but once this issue was sorted, it is really easy to use.",,,,,0.6
Innovative idea. Great for transferring money quickly face recognition for easy login recieve a text when money enters account,0.92,"'authentication : face recognition' , 'works well : quick' , 'authentication : logging in' , 'banking services : transfer money'",27/11/2017,iOS,1.9,5,Innovative idea. Great for transferring money quickly face recognition for easy login recieve a text when money enters account,,,,,0.92
Super easy set up. Really straight forward and quick to set up. Easy to navigate and log in.,0.93,"'app functionality : app set up' , 'app functionality : easy to use' , 'app functionality : easy to set up' , 'works well : quick' , 'authentication : logging in'",29/11/2017,iOS,1.9,5,Super easy set up. Really straight forward and quick to set up. Easy to navigate and log in.,,,,,0.93
"Doesn't work. I've got as far as face recognition but this was after multiple tries of downloading the app and then when I did getting so far then it crashing again and again. I used to be clean shaven and have short hair before I tried to register with Atom Bank but now resemble Wurzzle Gummage - Google him and you'll see what I mean - long long beard and hair...Life has become too short to bother investing money this way so I'm going to take a knock on the excellent interest rates this bank offers - it's worth the cost of the haircut, beard trim and not getting older using Atom Bank...",0.18,"'authentication : face recognition' , 'install : downloaded the app' , 'interest rates : interest rates' , 'updates and versions : compared to previous version'",29/11/2017,iOS,1.9,1,"Doesn't work. I've got as far as face recognition but this was after multiple tries of downloading the app and then when I did getting so far then it crashing again and again. I used to be clean shaven and have short hair before I tried to register with Atom Bank but now resemble Wurzzle Gummage - Google him and you'll see what I mean - long long beard and hair...Life has become too short to bother investing money this way so I'm going to take a knock on the excellent interest rates this bank offers - it's worth the cost of the haircut, beard trim and not getting older using Atom Bank...",,,,,0.18
That shouldn‚Äôt have happened!. Dam right! I can‚Äôt log in to my account since the last update. No matter which method of log in I use all I get is ‚ÄúThat shouldn‚Äôt have happened‚Äù and a picture of Helen. It was all working and setup in March. Now a brick. Either that or Helen has run off with my money. It would be nice to look at my savings.,0.59,"'authentication : logging in' , 'updates and versions : latest version'",29/11/2017,iOS,1.9,1,That shouldn‚Äôt have happened!. Dam right! I can‚Äôt log in to my account since the last update. No matter which method of log in I use all I get is ‚ÄúThat shouldn‚Äôt have happened‚Äù and a picture of Helen. It was all working and setup in March. Now a brick. Either that or Helen has run off with my money. It would be nice to look at my savings.,,,"Camera & Photos, Payment, Security & Accounts","Biometrics, Biometrics Copy, Withdraw",0.59
"Not really there. A bit naff tbh, flying graphics too Toytown for my taste and so slow to log in.  I know this is a new bank but a bigger server with lots more grunt is urgent.  Based on this app, I donâ€™t expect Atom Bank to survive long but be taken over by someone with more capital.   Shame really.",0,"'banking services : app based bank' , 'authentication : logging in' , 'app functionality : slow'",06/12/2017,iOS,1.9,2,"Not really there. A bit naff tbh, flying graphics too Toytown for my taste and so slow to log in.  I know this is a new bank but a bigger server with lots more grunt is urgent.  Based on this app, I donâ€™t expect Atom Bank to survive long but be taken over by someone with more capital.   Shame really.",,,,,0
The future of banking. I have banked with Atom for over a year. It is the most straightforward of banks to do business with as its systems are good and easy to use. This is an app based internet bank rather than a bricks and mortar bank trying to do internet banking as an add on.,0.26,"'banking services : app based bank' , 'banking services : internet bank' , 'app functionality : easy to use'",07/12/2017,iOS,1.9,5,The future of banking. I have banked with Atom for over a year. It is the most straightforward of banks to do business with as its systems are good and easy to use. This is an app based internet bank rather than a bricks and mortar bank trying to do internet banking as an add on.,,,,,0.26
Atom. Doesnâ€™t work Iâ€™ve downloaded and uninstalled then downloaded again just waisting time dread to think what they would do with my money,0.03,'account admin',09/12/2017,iOS,1.9,1,Atom. Doesnâ€™t work Iâ€™ve downloaded and uninstalled then downloaded again just waisting time dread to think what they would do with my money,,,,,0.03
Seriously!!. Been trying to log on to my account from 3.00pm until 5 after midnight and it tells me it‚Äôs busy and to make a cup of tea. As I say ‚Äòseriously!!‚Äô,0.09,"'authentication : problems logging in' , 'authentication : logging in'",09/12/2017,iOS,1.9,1,Seriously!!. Been trying to log on to my account from 3.00pm until 5 after midnight and it tells me it‚Äôs busy and to make a cup of tea. As I say ‚Äòseriously!!‚Äô,,,"Bugs, Dissatisfied users, Security & Accounts, Sign Up & Login",,0.09
Seriously!!. Been trying to log on to my account from 3.00pm until 5 after midnight and it tells me it‚Äôs busy and to make a cup of tea. As I say ‚Äòseriously!!‚Äô  Now it‚Äôs Sunday still no joy logging on.,-0.13,"'authentication : problems logging in' , 'authentication : logging in'",10/12/2017,iOS,1.9,1,Seriously!!. Been trying to log on to my account from 3.00pm until 5 after midnight and it tells me it‚Äôs busy and to make a cup of tea. As I say ‚Äòseriously!!‚Äô  Now it‚Äôs Sunday still no joy logging on.,,,"Bugs, Dissatisfied users, Security & Accounts, Sign Up & Login",,-0.13
Thank you. Needed to contact customer support. Problem I had encountered was solved. Thank you.,0.29,'customer support : customer service',13/12/2017,iOS,1.9,5,Thank you. Needed to contact customer support. Problem I had encountered was solved. Thank you.,,,"Bugs, Customer Support",,0.29
"App does not work on iPhone X. Hi there, I had an iPhone 6 Plus and had no problems with your app. I splashed out and got an iPhone X. Now, I can‚Äôt use either face recognition or voice recognition to log on. Do I need to uninstall app or is there another software upgrade soon?",-0.1,"'authentication : biometrics' , 'authentication : face recognition' , 'app functionality : doesn’t work' , 'authentication : voice recognition' , 'authentication : logging in' , 'works well : no problems with your app' , 'install : uninstalled the app' , 'updates and versions : latest version'",14/12/2017,iOS,1.9,1,"App does not work on iPhone X. Hi there, I had an iPhone 6 Plus and had no problems with your app. I splashed out and got an iPhone X. Now, I can‚Äôt use either face recognition or voice recognition to log on. Do I need to uninstall app or is there another software upgrade soon?",,,"Dissatisfied users, Sign Up & Login, Devices","Biometrics, Tech Support, Biometrics Copy",-0.1
Sam. Absolutely brilliant!!!!  Having read many negative reviews I had steeled myself for this not to work ! I couldnâ€™t have been more wrong !! Great app extremely easy to set up and brilliant service from atom!! Well done guys keep it up !!!,0.9,"'app functionality : app set up' , 'app functionality : easy to use' , 'app functionality : easy to set up' , 'app quality : great app' , 'app quality : negative reviews'",27/12/2017,iOS,1.9,5,Sam. Absolutely brilliant!!!!  Having read many negative reviews I had steeled myself for this not to work ! I couldnâ€™t have been more wrong !! Great app extremely easy to set up and brilliant service from atom!! Well done guys keep it up !!!,,,,,0.9
"Great until you get a new phone. Everything was fine, I like the concept with a vault etc. But after I got my new phone I cannot add my new device and login. They told me to delete the app and try again, didnâ€™t work. Then delete, turn off keychain, iCloud backup and find my iPhone, install then turn them all back on. But by turning off keychain you lose all of your passwords across all devices and Iâ€™m not prepared to do that, itâ€™s like 100 sites! Iâ€™m pretty sure all of my bonds are 5 years so hopefully theyâ€™ll sort the app out before then!!",0.25,"'install : delete the app' , 'authentication : logging in'",02/01/2018,iOS,1.9,1,"Great until you get a new phone. Everything was fine, I like the concept with a vault etc. But after I got my new phone I cannot add my new device and login. They told me to delete the app and try again, didnâ€™t work. Then delete, turn off keychain, iCloud backup and find my iPhone, install then turn them all back on. But by turning off keychain you lose all of your passwords across all devices and Iâ€™m not prepared to do that, itâ€™s like 100 sites! Iâ€™m pretty sure all of my bonds are 5 years so hopefully theyâ€™ll sort the app out before then!!",,,,,0.25
"That shouldnâ€™t have happened!. Previous review:
Dam right! I canâ€™t log in to my account since the last update. No matter which method of log in I use all I get is â€œThat shouldnâ€™t have happenedâ€� and a picture of Helen. It was all working and setup in March. Now a brick. Either that or Helen has run off with my money. It would be nice to look at my savings.

New review:
After contacting Atom and being tallied through as to why my Atom app was not functioning as it was before they confirmed that the iOS 11 update caused a loss of the link between the app and the Atom bank system. A delete and reinstall after switching off iCloud Drive in settings reinstated the lost link then I had to add my device to the fresh app by requesting a code via email. All works fine now so thank you to Atom support. Helen didnâ€™t run off with my savings!",0.55,"'access the app : add a new device' , 'works well : works fine' , 'authentication : logging in' , 'app functionality : settings' , 'updates and versions : latest version'",09/01/2018,iOS,1.9,5,"That shouldnâ€™t have happened!. Previous review:
Dam right! I canâ€™t log in to my account since the last update. No matter which method of log in I use all I get is â€œThat shouldnâ€™t have happenedâ€� and a picture of Helen. It was all working and setup in March. Now a brick. Either that or Helen has run off with my money. It would be nice to look at my savings.

New review:
After contacting Atom and being tallied through as to why my Atom app was not functioning as it was before they confirmed that the iOS 11 update caused a loss of the link between the app and the Atom bank system. A delete and reinstall after switching off iCloud Drive in settings reinstated the lost link then I had to add my device to the fresh app by requesting a code via email. All works fine now so thank you to Atom support. Helen didnâ€™t run off with my savings!",,,,,0.55
"Stopped working. All methods of signing in had stopped working which gets you worried. Deleted app, reinstalled and added iphone as a new device. Please keep us informed if updates are likely to cause such problems in the future.",-0.45,"'install : delete the app and reinstall' , 'install : deleted app' , 'authentication : logging in' , 'app functionality : stopped working' , 'updates and versions : latest version'",15/01/2018,iOS,1.9,2,"Stopped working. All methods of signing in had stopped working which gets you worried. Deleted app, reinstalled and added iphone as a new device. Please keep us informed if updates are likely to cause such problems in the future.",,,"Performance, Update, Devices",,-0.45
"Not the best of apps. Ran into the new device problem but the problem was solved eventually with a lengthy session with helpful support team.   Now my account is maturing, doesn‚Äôt seem to be an easy way to specify any renewal options. Although the email reminder suggests there is.  :-(  Stupid app was reminding me about an empty account I created a year ago. It‚Äôs still telling me I have to fund it by a date a year ago. DOH. The app should prompt you to remove these orphan accounts or allow them to be deleted.",-0.33,"'account admin : years old account' , 'app design : options' , 'customer support : customer service' , 'works well : quick' , 'customer support : problem was solved' , 'customer support : help' , 'app issues : app notification'",16/01/2018,iOS,1.9,2,"Not the best of apps. Ran into the new device problem but the problem was solved eventually with a lengthy session with helpful support team.   Now my account is maturing, doesn‚Äôt seem to be an easy way to specify any renewal options. Although the email reminder suggests there is.  :-(  Stupid app was reminding me about an empty account I created a year ago. It‚Äôs still telling me I have to fund it by a date a year ago. DOH. The app should prompt you to remove these orphan accounts or allow them to be deleted.",,,"Bugs, Complexity, Feature Requests, Dissatisfied users, Notifications & Alerts, Security & Accounts, Customer Support",,-0.33
Hopeless. An app only bank with a useless app looks destined to fail,-0.89,"'banking services : banking apps' , 'app quality : terrible app'",18/01/2018,iOS,1.9,1,Hopeless. An app only bank with a useless app looks destined to fail,,,"Bugs, Dissatisfied users","Biometrics, Biometrics Copy",-0.89
"Can‚Äôt log on. Trying to open another savings account but can‚Äôt even see the one I have opened. Just can‚Äôt find a way to log on! Tried twice adding another device to see if this helped, the codes sent to me don‚Äôt work. Will find another provider to invest with and try to resolve this issue. Looks like many others find this app very poor.",-0.72,"'account admin : opening an account' , 'account admin : saver account' , 'access the app : add a new device' , 'app quality : very poor' , 'customer support : help' , 'authentication : logging in'",19/01/2018,iOS,1.9,1,"Can‚Äôt log on. Trying to open another savings account but can‚Äôt even see the one I have opened. Just can‚Äôt find a way to log on! Tried twice adding another device to see if this helped, the codes sent to me don‚Äôt work. Will find another provider to invest with and try to resolve this issue. Looks like many others find this app very poor.",,,"Bugs, Frequency, Security & Accounts, Sign Up & Login",Tech Support,-0.72
"App needs improving. The title says it all really. I was very close to transferring some money across but the app seems a unstable on my iPad Pro 2017 version. I think there should be other improvements such as an easier way to transfer money in from an external account. At the moment you have to go to your current bank to transfer money in to the atom bank account. It seems like a bit of a faff considering people who want to bank using an app and generally looking for an easy time. Also you donâ€™t have to register with a photo of your face,however the app is very misleading and makes you do this as part of the set up process. My gut feeling tells me none of this seems right so I donâ€™t think I will be using their service until the issues get resolved. 

Also the app doesnâ€™t work in landscape mode on the iPad which is annoying when it is in its case stand, it just makes it uncomfortable to use.",-0.32,"'account admin : bank account' , 'banking services : transferring money' , 'app functionality : app set up' , 'suspicious reviews : banking app i have used' , 'app quality : annoying' , 'customer support : problem was solved' , 'app functionality : app improvements' , 'banking services : transfer money'",21/01/2018,iOS,1.9,1,"App needs improving. The title says it all really. I was very close to transferring some money across but the app seems a unstable on my iPad Pro 2017 version. I think there should be other improvements such as an easier way to transfer money in from an external account. At the moment you have to go to your current bank to transfer money in to the atom bank account. It seems like a bit of a faff considering people who want to bank using an app and generally looking for an easy time. Also you donâ€™t have to register with a photo of your face,however the app is very misleading and makes you do this as part of the set up process. My gut feeling tells me none of this seems right so I donâ€™t think I will be using their service until the issues get resolved. 

Also the app doesnâ€™t work in landscape mode on the iPad which is annoying when it is in its case stand, it just makes it uncomfortable to use.",,,,,-0.32
"Didn't bother. Tried to deposit money, app is garbage so lost faith in the company ,went elsewhere",-0.62,'banking services : deposit money',23/01/2018,iOS,1.9,1,"Didn't bother. Tried to deposit money, app is garbage so lost faith in the company ,went elsewhere",,,,,-0.62
Not impressed with apps technical side. App does not work after installing on new iPhone. It will not let me log in stating I‚Äôm entering incorrect details although I‚Äôm not. I called Atoms support and they said it looks like a connection issue as the app is busy with user logins and advised me to try to login later at night. I expect access at a time convenient for me!,0.24,"'customer support : called helpline' , 'app functionality : doesn’t work' , 'app functionality : app fails' , 'authentication : logging in'",24/01/2018,iOS,1.9,1,Not impressed with apps technical side. App does not work after installing on new iPhone. It will not let me log in stating I‚Äôm entering incorrect details although I‚Äôm not. I called Atoms support and they said it looks like a connection issue as the app is busy with user logins and advised me to try to login later at night. I expect access at a time convenient for me!,,,"Bugs, Connectivity, Dissatisfied users, Customer Support, Devices","Biometrics, Tech Support, Biometrics Copy",0.24
Such fun. Fun app,0.93,'app quality',24/01/2018,iOS,1.9,5,Such fun. Fun app,,,,,0.93
"Useless. When it started, I honestly thought this is the future of banking. After signing up, I attempted to open a fixed saver account and got thrown out of this system on each occasion.
After being thrown out of this system, it reminded me that I had a 60% completed application. Alas, when I went to continue my application, the app took me right back to the beginning. Utter rubbish",-0.74,'account admin : saver account',29/01/2018,iOS,1.9,1,"Useless. When it started, I honestly thought this is the future of banking. After signing up, I attempted to open a fixed saver account and got thrown out of this system on each occasion.
After being thrown out of this system, it reminded me that I had a 60% completed application. Alas, when I went to continue my application, the app took me right back to the beginning. Utter rubbish",,,,,-0.74
"Impressed. Noting the negative reviews - me, am impressed so far. App is fun to use - clear, accessible, professional. Have just set up an account in about 5 minutes. This feels like the way forward.",0.92,"'account admin : opening an account' , 'app functionality : app set up' , 'app quality : negative reviews'",06/02/2018,iOS,1.9,5,"Impressed. Noting the negative reviews - me, am impressed so far. App is fun to use - clear, accessible, professional. Have just set up an account in about 5 minutes. This feels like the way forward.",,,,,0.92
So far so good. Was apprehensive about opening an account here because of the mixed ratings but ive been impressed so far. The app is very clearly laid out and eveything is easy to do. The 24 hour help team also responded to one of my questions within a few seconds at 10 pm.,0.83,"'account admin : opening an account' , 'customer support : help'",06/02/2018,iOS,1.9,5,So far so good. Was apprehensive about opening an account here because of the mixed ratings but ive been impressed so far. The app is very clearly laid out and eveything is easy to do. The 24 hour help team also responded to one of my questions within a few seconds at 10 pm.,,,,,0.83
OK. When it works it‚Äôs nice and simple to use.  But I‚Äôve been having issues with logging in after updating iOS which I sorted but new issues have now cropped up. Would be great if it would just work but can be a bit of a hassle.,0.12,"'app functionality : easy to use' , 'customer support : problem was solved' , 'works well : works great' , 'app functionality : app fails' , 'authentication : logging in' , 'updates and versions : updated app'",12/02/2018,iOS,1.9,2,OK. When it works it‚Äôs nice and simple to use.  But I‚Äôve been having issues with logging in after updating iOS which I sorted but new issues have now cropped up. Would be great if it would just work but can be a bit of a hassle.,,,"Bugs, Complexity, Design & UX, Feature Requests, Sign Up & Login",Tech Support,0.12
"A poor start. I have made four failed attempts to register an ID. UI looks and feels OK, but there appears to be no reason for the constant ‚Äúthere seems to be a problem with your details. Please check them and try again.‚Äù Triple checked details, but still no success. Grrrrr",-0.36,"'authentication : problems logging in' , 'app functionality : ui' , 'app issues : problem with your details'",14/02/2018,iOS,1.9,2,"A poor start. I have made four failed attempts to register an ID. UI looks and feels OK, but there appears to be no reason for the constant ‚Äúthere seems to be a problem with your details. Please check them and try again.‚Äù Triple checked details, but still no success. Grrrrr",,,"Bugs, Design & UX","Biometrics, Tech Support, Biometrics Copy",-0.36
Excellent App. Really great app that works well on my iPhone- easy to use with some nice features üòÅüëçüëç,0.96,"'app functionality : easy to use' , 'app quality : excellent app' , 'app quality : great app'",14/02/2018,iOS,1.9,5,Excellent App. Really great app that works well on my iPhone- easy to use with some nice features üòÅüëçüëç,,,"Complexity, Design & UX, Satisfied users, Use cases, Devices","Tech Support, Design Aesthetics ",0.96
Works for me. I approached it with scepticism but was pleasantlt surprised. Difficult to imagine where all the negatvity comes from.,0.1,'app functionality',15/02/2018,iOS,1.9,5,Works for me. I approached it with scepticism but was pleasantlt surprised. Difficult to imagine where all the negatvity comes from.,,,Design & UX,Tech Support,0.1
"Not the best app by some way. After the last update  would not access my account, but after a while seems to have fixed itself",-0.21,"'app issues : problems accessing account' , 'updates and versions : latest version'",20/02/2018,iOS,2,3,"Not the best app by some way. After the last update  would not access my account, but after a while seems to have fixed itself",,,"Security & Accounts, Sign Up & Login",,-0.21
"iPhone X?. For a challenger bank that is supposed to be big on technology, did anyone tell your developers that the iPhone X was released 5 months ago?  Several updates have been pushed out in that time but no optimisation for new devices is pretty lacking in my opinion!",-0.54,'updates and versions : latest version',20/02/2018,iOS,2,1,"iPhone X?. For a challenger bank that is supposed to be big on technology, did anyone tell your developers that the iPhone X was released 5 months ago?  Several updates have been pushed out in that time but no optimisation for new devices is pretty lacking in my opinion!",,,"Update, Devices",,-0.54
Asking me to update. So apps asking me to update via ap store. Trouble is no update available.  Rubbish,-0.84,'updates and versions : latest version',20/02/2018,iOS,1.9,2,Asking me to update. So apps asking me to update via ap store. Trouble is no update available.  Rubbish,,,Dissatisfied users,,-0.84
"Disappointed. A Shame; I wanted to use this app, invest some money, but it kept taking me round in circles. Ok, I could have called them, but It should work properly. I had an account about a year ago and it matured. The new rates were poor so I didn‚Äôt open a new account. Rates are very good now, but I have a new phone, forgotten my details, and now I can‚Äôt even register as a new user with different email address and phone number. It‚Äôs wired.",0.07,"'account admin : opening an account' , 'account admin : years old account' , 'customer support : called helpline' , 'app quality : annoying' , 'works well : very good'",20/02/2018,iOS,2,1,"Disappointed. A Shame; I wanted to use this app, invest some money, but it kept taking me round in circles. Ok, I could have called them, but It should work properly. I had an account about a year ago and it matured. The new rates were poor so I didn‚Äôt open a new account. Rates are very good now, but I have a new phone, forgotten my details, and now I can‚Äôt even register as a new user with different email address and phone number. It‚Äôs wired.",,,"Design & UX, Dissatisfied users, Notifications & Alerts, Security & Accounts, Sign Up & Login","Biometrics, Tech Support, Biometrics Copy, Withdraw, Design Aesthetics ",0.07
"Still dreadful. Even after updating the app, you're still expected to use your face to add a device, and it doesn't recognise my face. As far as I'm concerned, I had aligned my face properly. Contacted Atom as have has this problem when have had new phones several times before, and they insisted I call them or they would call me back. We arranged a time for them to call me, and they didn't keep their promise. I then had a ludicrous email from them saying they had put a document in their vault... The same vault that I cannot access! Insult to injury! Don't know why they need to speak to me on the phone, support for an app-based bank should be by email if the customer wants it. Meanwhile I'm still getting generic texts from them about my savings accounts! I have put in a formal complaint and await a callback from a manager.",-0.4,"'account admin : savings account' , 'access the app : add a new device' , 'banking services : app based bank' , 'banking services : internet bank' , 'authentication : face recognition' , 'app functionality : problem with my phone' , 'updates and versions : updated app'",21/02/2018,iOS,2,1,"Still dreadful. Even after updating the app, you're still expected to use your face to add a device, and it doesn't recognise my face. As far as I'm concerned, I had aligned my face properly. Contacted Atom as have has this problem when have had new phones several times before, and they insisted I call them or they would call me back. We arranged a time for them to call me, and they didn't keep their promise. I then had a ludicrous email from them saying they had put a document in their vault... The same vault that I cannot access! Insult to injury! Don't know why they need to speak to me on the phone, support for an app-based bank should be by email if the customer wants it. Meanwhile I'm still getting generic texts from them about my savings accounts! I have put in a formal complaint and await a callback from a manager.",,,"Bugs, Design & UX, Notifications & Alerts, Security & Accounts, Customer Support","Biometrics, Biometrics Copy, Withdraw, Design Aesthetics , Usability EVALUATION",-0.4
"Still rubbish. They call it 2.0 but it‚Äôs EXACTLY the same as previous versions. Woeful UI/UX, annoying bubbles everywhere and a distinct lack of expertise in designing it. 2.0 releases are meant to be different, building on previous releases but this hasn‚Äôt changed. Poor, poor, poor.",-0.28,"'app functionality : ui' , 'app quality : annoying' , 'updates and versions : compared to previous version'",21/02/2018,iOS,2,1,"Still rubbish. They call it 2.0 but it‚Äôs EXACTLY the same as previous versions. Woeful UI/UX, annoying bubbles everywhere and a distinct lack of expertise in designing it. 2.0 releases are meant to be different, building on previous releases but this hasn‚Äôt changed. Poor, poor, poor.",,,"Design & UX, Dissatisfied users, Update",Design Aesthetics ,-0.28
"Great product. The app itself has slight flaws - when you upgrade to a better phone it often fails to recognise your face (because the new cameras are constantly improving) and you have to call the customer service team. I admit, this morning I drafted a 1 star review because of this, but I was so impressed by the manager who helped me today, stars are given where theyâ€™re due! What really saves it is the customer service you get when you speak to the Durham team. Everyone I have spoken to at Atom has been brilliant. Theyâ€™re friendly, courteous and they know their stuff. And they do take feedback on board. Plus the fixed term savings accounts are among the best interest rates available.",0.9,"'account admin : savings account' , 'customer support : customer service' , 'customer support : help' , 'app functionality : app improvements' , 'interest rates : interest rates' , 'app functionality : problem with my phone' , 'updates and versions : latest version'",21/02/2018,iOS,2,5,"Great product. The app itself has slight flaws - when you upgrade to a better phone it often fails to recognise your face (because the new cameras are constantly improving) and you have to call the customer service team. I admit, this morning I drafted a 1 star review because of this, but I was so impressed by the manager who helped me today, stars are given where theyâ€™re due! What really saves it is the customer service you get when you speak to the Durham team. Everyone I have spoken to at Atom has been brilliant. Theyâ€™re friendly, courteous and they know their stuff. And they do take feedback on board. Plus the fixed term savings accounts are among the best interest rates available.",,,,,0.9
